EventId,Ticker,Date Made Public,Name,Entity,Type,Location,", ",Total Records,Other,Event Discription,Source,Attached Files,,All Terms,CompanyId,Year,ContentText,GID
320,CHTR,8/13/08,Charter Communications,BSO,PORT,Greenville,South Carolina,9000,9000,"Computers were stolen from the company's            Greenville offices and contained records of more than 9,000 Charter            employees nationwide. The information included Social Security numbers,            dates of birth and driver's license numbers.",Media,NULL,0,2008,240,2008,"Company:Charter Communications<br/>Location:Greenville,South Carolina<br/>Event Time:2008-08-13",769
134,WFC,8/12/08,Wells Fargo,BSF,HACK,Minneapolis,Minnesota,5000,5000,"Wells Fargo is notifying customers              that hackers have accessed their confidential personal data by illegally              using its access codes. Personal information including names, addresses,              dates of birth, Social Security numbers, driver's licence numbers              and in some cases, credit account information was accessed by unauthorised              persons.",Dataloss DB,NULL,19000,2006,410,2008,"Company:Wells Fargo<br/>Location:Minneapolis,Minnesota<br/>Event Time:2008-08-12",158
202,BUD,7/29/08,Anheuser-Busch,BSR,PORT,St. Louis,Missouri,0,NULL,"A laptop containing personal information              of current and former employees, including some from Hampton Roads,              was stolen from a St. Louis-area Anheuser-Busch office. Information              contained on the computer included employees' Social Security numbers,              home addresses and marital status.",Dataloss DB,NULL,2000,2007,41,2008,"Company:Anheuser-Busch<br/>Location:St. Louis,Missouri<br/>Event Time:2008-07-29",1339
165,FB,7/28/08,Facebook,BSO,DISC,Palo Alto,California,0,NULL,"Facebook accidentally publicly              revealed personal information about its members, which could be useful              to identity thieves. The full dates of birth of many of Facebook's              80 million active users were visible to others, even if the individual              member had requested that the information remained confidential.",Dataloss DB,NULL,0,2010,126,2008,"Company:Facebook<br/>Location:Palo Alto,California<br/>Event Time:2008-07-28",767
80,BMY,7/17/08,Bristol-Myers Squibb,MED,PORT,Jacksonville,Florida,42000,42000,"A backup computer-data tape containing              employees' personal information, including Social Security numbers,              was stolen recently. The backup data tape was stolen while being transported              from a storage facility. The information on the tapes included names,              addresses, dates of birth, Social Security numbers and marital status,              and in some cases bank-account information. Data for some employees'              family members also were on the tape.",Databreaches.net,NULL,0,2010,141,2008,"Company:Bristol-Myers Squibb<br/>Location:Jacksonville,Florida<br/>Event Time:2008-07-17",766
29,LPLA,7/8/08,LPL Financial (formerly Linsco Private Ledger),BSF,HACK,Boston,Massachusetts,10219,10219,"Hackers obtained clients' unencrypted              names, addresses and Social Security numbers from July 17, 2007, to              February 15, 2008. They compromised the logon passwords of 14 financial              advisers and four assistants. UPDATE              (9/11/08) : The U.S. Securities & Exchange Commission              (SEC) fined LPL $275,000 and required that LPL strengthen its security              safeguards involving customer information. It was found that the hacker(s)              placed, or attempted to place, 209 unauthorized trades in 68 customer              accounts of several of LPL's registered representative, for              more than $700,000 in trades in securities of 19 different companies.              LPL reversed or eliminated the trades and compensated the customers              for the resulting trading losses, which totaled approximately $98,900.",Dataloss DB,NULL,82,2010,59,2008,"Company:LPL Financial (formerly Linsco Private Ledger)<br/>Location:Boston,Massachusetts<br/>Event Time:2008-07-08",155
172,C,6/19/08,Citibank,BSF,HACK,New York,New York,0,NULL,"A Citibank server that processes              ATM withdrawals at 7-Eleven convenience stores has been breached.              The breach of the Citibank server allowed two Brooklyn              men to make hundreds of fraudulent withdrawals from New York City cash              machines and pocket at least $750,000 in cash.",Dataloss DB,NULL,0,2010,331,2008,"Company:Citibank<br/>Location:New York,New York<br/>Event Time:2008-06-19",152
193,DPZ,6/18/08,Domino's Pizza,BSR,PHYS,Tucson,Arizona,0,NULL,Investigators found credit card              numbers blowing in the wind. These piles and papers contained hundreds              of old receipts from Domino's Pizza stores. The former owner had been              discarding boxes of old records and somehow all those receipts got              loose.,Media,NULL,1500,2009,3,2008,"Company:Domino's Pizza<br/>Location:Tucson,Arizona<br/>Event Time:2008-06-18",1337
458,SRCE,6/10/08,1st Source Bank,BSF,HACK,South Bend,Indiana,0,NULL,1st Source Bank is replacing ATM            cards this month for all its account holders after cyber-thieves accessed            an unknown amount of debit-related data.,Dataloss DB,NULL,3000,2007,422,2008,"Company:1st Source Bank<br/>Location:South Bend,Indiana<br/>Event Time:2008-06-10",150
136,STT,5/29/08,"State Street Corp, Investors Financial Services",BSF,STAT,Boston,Massachusetts,45500,45500,"Computer equipment containing              personal information on customers and employees of a State Street              unit was stolen. The computer equipment was stolen from a vendor hired              by Investors Financial Services to provide legal support services.              The personal information included names, addresses and Social Security              numbers.",Databreaches.net,NULL,0,2010,415,2008,"Company:State Street Corp, Investors Financial Services<br/>Location:Boston,Massachusetts<br/>Event Time:2008-05-29",149
196,HS,5/22/08,HealthSpring Inc.,MED,PORT,Franklin,Tennessee,9000,9000,"A laptop computer containing personal              information of about 450 state residents was stolen. The laptop, believed              to contain names, dates of birth and Social Security numbers of about              9,000 individuals, was stolen from a HealthSpring employee's locked              car.",Dataloss DB,NULL,100,2007,18,2008,"Company:HealthSpring Inc.<br/>Location:Franklin,Tennessee<br/>Event Time:2008-05-22",1922
243,T,5/22/08,AT&T,BSO,PORT,San Antonio,Texas,0,NULL,"A laptop was stolen from the car              of an employee. The data on the computer was not encrypted -- a violation              of company policy -- and included names, Social Security numbers and              in some cases, salary and bonus information.",Dataloss DB,NULL,1600,2008,203,2008,"Company:AT&T<br/>Location:San Antonio,Texas<br/>Event Time:2008-05-22",760
